unit_nr,event_time,time_cycles,setting_1,setting_2,setting_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
41,2026-01-01 00:01:49,109,-0.0014,-0.0003,100.0,518.67,642.63,1585.81,1395.54,14.62,21.61,554.13,2388.09,9075.54,1.30,47.56,522.13,2388.07,8149.43,8.4272,0.03,393,2388,100.00,38.89,23.4292
44,2026-01-01 00:01:49,109,-0.0013,0.0001,100.0,518.67,641.94,1587.18,1407.15,14.62,21.61,552.75,2388.08,9067.61,1.30,47.38,522.28,2388.02,8151.09,8.4523,0.03,393,2388,100.00,38.91,23.4133
47,2026-01-01 00:01:49,109,-0.0038,0.0002,100.0,518.67,642.33,1592.21,1414.40,14.62,21.61,554.30,2388.02,9070.17,1.30,47.42,522.65,2388.04,8152.90,8.4354,0.03,393,2388,100.00,38.87,23.3895
54,2026-01-01 00:01:49,109,-0.0016,0.0000,100.0,518.67,642.21,1580.99,1397.49,14.62,21.61,554.58,2388.01,9070.85,1.30,47.16,522.23,2388.04,8141.78,8.4329,0.03,392,2388,100.00,38.87,23.3467
63,2026-01-01 00:01:49,109,-0.0004,0.0000,100.0,518.67,642.51,1584.53,1406.56,14.62,21.61,553.04,2388.09,9074.22,1.30,47.47,521.28,2388.08,8151.98,8.4587,0.03,394,2388,100.00,38.75,23.2314
67,2026-01-01 00:01:49,109,-0.0008,-0.0003,100.0,518.67,642.50,1594.07,1413.16,14.62,21.61,553.61,2388.07,9072.21,1.30,47.43,521.63,2388.05,8148.30,8.4375,0.03,391,2388,100.00,38.94,23.2227
70,2026-01-01 00:01:49,109,-0.0007,0.0003,100.0,518.67,642.60,1591.01,1417.75,14.62,21.61,553.24,2388.10,9078.00,1.30,47.92,520.52,2388.15,8150.51,8.4672,0.03,395,2388,100.00,38.66,23.1991
71,2026-01-01 00:01:49,109,0.0035,0.0003,100.0,518.67,642.87,1593.35,1411.86,14.62,21.61,553.61,2388.07,9049.08,1.30,47.51,521.59,2388.07,8134.95,8.4537,0.03,393,2388,100.00,38.85,23.2369
75,2026-01-01 00:01:49,109,0.0003,0.0000,100.0,518.67,642.60,1594.14,1408.99,14.62,21.61,553.35,2388.15,9046.85,1.30,47.47,521.09,2388.15,8123.76,8.4117,0.03,394,2388,100.00,38.74,23.3068
76,2026-01-01 00:01:49,109,0.0024,0.0001,100.0,518.67,642.61,1588.91,1409.06,14.62,21.61,552.75,2388.10,9049.06,1.30,47.47,521.06,2388.14,8130.20,8.4455,0.03,394,2388,100.00,38.75,23.2443
78,2026-01-01 00:01:49,109,-0.0060,-0.0000,100.0,518.67,641.91,1580.32,1403.96,14.62,21.61,554.67,2388.01,9058.80,1.30,47.42,522.51,2388.03,8144.80,8.4023,0.03,393,2388,100.00,39.01,23.3656
83,2026-01-01 00:01:49,109,0.0017,0.0005,100.0,518.67,642.21,1579.08,1405.52,14.62,21.61,554.00,2388.02,9054.33,1.30,47.17,522.36,2388.03,8143.15,8.4078,0.03,392,2388,100.00,39.11,23.3178
90,2026-01-01 00:01:49,109,-0.0004,0.0001,100.0,518.67,642.65,1582.95,1406.44,14.62,21.61,553.59,2388.12,9044.89,1.30,47.50,521.02,2388.15,8131.04,8.4510,0.03,393,2388,100.00,38.91,23.4541
92,2026-01-01 00:01:49,109,0.0008,0.0003,100.0,518.67,642.55,1574.86,1405.23,14.62,21.61,554.50,2388.08,9057.16,1.30,47.51,521.93,2388.05,8134.65,8.4445,0.03,394,2388,100.00,38.81,23.4610
93,2026-01-01 00:01:49,109,-0.0006,0.0002,100.0,518.67,642.82,1592.48,1407.74,14.62,21.61,553.04,2388.14,9068.03,1.30,47.47,521.60,2388.15,8146.41,8.4398,0.03,393,2388,100.00,38.78,23.2493
97,2026-01-01 00:01:49,109,0.0012,-0.0003,100.0,518.67,642.21,1584.99,1401.27,14.62,21.61,553.68,2388.03,9058.68,1.30,47.42,522.20,2388.00,8144.90,8.4030,0.03,391,2388,100.00,39.02,23.3240
99,2026-01-01 00:01:49,109,0.0024,0.0002,100.0,518.67,642.49,1585.56,1410.12,14.62,21.61,553.73,2388.15,9056.28,1.30,47.55,521.96,2388.12,8136.89,8.3877,0.03,392,2388,100.00,38.78,23.2756
1,2026-01-01 00:01:50,110,-0.0000,0.0004,100.0,518.67,642.55,1590.01,1401.27,14.62,21.61,554.08,2388.13,9051.40,1.30,47.55,522.01,2388.12,8127.16,8.4638,0.03,393,2388,100.00,39.06,23.2951
7,2026-01-01 00:01:50,110,-0.0066,-0.0004,100.0,518.67,642.65,1592.97,1414.46,14.62,21.61,554.33,2388.07,9072.55,1.30,47.27,522.15,2388.06,8151.43,8.4191,0.03,391,2388,100.00,38.92,23.3376
8,2026-01-01 00:01:50,110,-0.0005,0.0002,100.0,518.67,643.46,1591.04,1413.93,14.62,21.61,552.65,2388.19,9042.67,1.30,47.76,520.72,2388.15,8122.89,8.4961,0.03,393,2388,100.00,38.54,23.1857
9,2026-01-01 00:01:50,110,-0.0002,-0.0002,100.0,518.67,642.03,1588.57,1394.19,14.62,21.61,553.57,2387.99,9082.40,1.30,47.19,522.40,2388.01,8156.46,8.3732,0.03,392,2388,100.00,38.88,23.3791
10,2026-01-01 00:01:50,110,0.0010,0.0001,100.0,518.67,642.12,1579.01,1391.63,14.62,21.61,553.80,2388.02,9064.12,1.30,47.28,522.01,2388.05,8145.31,8.3784,0.03,392,2388,100.00,38.77,23.2628
13,2026-01-01 00:01:50,110,-0.0001,-0.0004,100.0,518.67,643.13,1594.10,1410.86,14.62,21.61,553.41,2388.11,9078.58,1.30,47.53,520.80,2388.12,8152.88,8.4475,0.03,394,2388,100.00,38.68,23.2126
14,2026-01-01 00:01:50,110,0.0025,0.0001,100.0,518.67,642.43,1593.31,1414.21,14.62,21.61,552.76,2388.12,9066.40,1.30,47.72,521.63,2388.13,8152.50,8.4546,0.03,394,2388,100.00,38.92,23.2305
16,2026-01-01 00:01:50,110,0.0001,0.0003,100.0,518.67,642.44,1586.72,1417.56,14.62,21.61,552.25,2388.17,9058.23,1.30,47.57,521.19,2388.13,8135.29,8.4772,0.03,394,2388,100.00,38.59,23.2462
21,2026-01-01 00:01:50,110,0.0013,0.0003,100.0,518.67,642.24,1586.90,1416.41,14.62,21.61,553.54,2388.05,9061.32,1.30,47.43,521.49,2388.07,8141.06,8.4386,0.03,392,2388,100.00,38.89,23.3948
24,2026-01-01 00:01:50,110,0.0067,0.0000,100.0,518.67,643.03,1594.02,1407.36,14.62,21.61,554.21,2388.16,9054.37,1.30,47.75,521.02,2388.08,8138.12,8.4710,0.03,393,2388,100.00,38.87,23.2551
26,2026-01-01 00:01:50,110,-0.0033,0.0003,100.0,518.67,642.47,1596.12,1403.20,14.62,21.61,552.48,2388.13,9056.07,1.30,47.57,521.02,2388.11,8137.04,8.4783,0.03,392,2388,100.00,38.72,23.2103
27,2026-01-01 00:01:50,110,0.0007,-0.0005,100.0,518.67,643.17,1597.79,1416.82,14.62,21.61,553.23,2388.10,9082.82,1.30,47.58,521.39,2388.09,8159.55,8.4654,0.03,394,2388,100.00,38.74,23.2156
33,2026-01-01 00:01:50,110,0.0035,0.0001,100.0,518.67,642.03,1583.96,1401.54,14.62,21.61,553.95,2388.04,9065.50,1.30,47.26,521.94,2388.02,8141.96,8.4196,0.03,393,2388,100.00,38.81,23.3784
41,2026-01-01 00:01:50,110,-0.0005,0.0001,100.0,518.67,642.09,1589.77,1406.41,14.62,21.61,554.32,2388.01,9071.53,1.30,47.26,521.91,2388.02,8158.86,8.4123,0.03,393,2388,100.00,38.94,23.2614
44,2026-01-01 00:01:50,110,0.0031,-0.0003,100.0,518.67,641.94,1585.36,1402.34,14.62,21.61,553.89,2388.09,9067.49,1.30,47.41,522.16,2388.00,8146.64,8.4407,0.03,394,2388,100.00,38.86,23.3435
47,2026-01-01 00:01:50,110,0.0000,0.0004,100.0,518.67,642.46,1580.40,1403.36,14.62,21.61,554.48,2388.11,9070.64,1.30,47.29,522.04,2388.03,8151.60,8.3694,0.03,392,2388,100.00,39.10,23.4281
54,2026-01-01 00:01:50,110,0.0022,0.0004,100.0,518.67,642.18,1587.56,1395.06,14.62,21.60,554.33,2387.99,9064.72,1.30,47.23,522.23,2387.96,8149.43,8.4171,0.03,393,2388,100.00,39.01,23.3853
63,2026-01-01 00:01:50,110,-0.0037,0.0006,100.0,518.67,642.77,1598.25,1413.02,14.62,21.61,553.62,2388.07,9071.24,1.30,47.55,521.56,2388.11,8153.03,8.4774,0.03,395,2388,100.00,38.64,23.2060
67,2026-01-01 00:01:50,110,0.0013,0.0003,100.0,518.67,642.52,1591.88,1409.87,14.62,21.61,553.50,2388.06,9067.24,1.30,47.45,522.37,2388.02,8148.16,8.4253,0.03,392,2388,100.00,38.78,23.3177
70,2026-01-01 00:01:50,110,0.0027,0.0003,100.0,518.67,643.17,1592.01,1414.75,14.62,21.61,553.30,2388.15,9077.44,1.30,47.88,520.70,2388.19,8147.22,8.4846,0.03,395,2388,100.00,38.79,23.0781
71,2026-01-01 00:01:50,110,0.0004,0.0005,100.0,518.67,642.72,1585.79,1405.28,14.62,21.61,553.45,2388.08,9052.57,1.30,47.69,521.28,2388.11,8134.35,8.4397,0.03,394,2388,100.00,38.65,23.3387
75,2026-01-01 00:01:50,110,0.0009,0.0003,100.0,518.67,642.21,1589.32,1416.92,14.62,21.61,552.60,2388.13,9036.21,1.30,47.63,521.18,2388.08,8115.31,8.4143,0.03,395,2388,100.00,38.67,23.1720
76,2026-01-01 00:01:50,110,-0.0015,-0.0000,100.0,518.67,642.89,1586.45,1413.74,14.62,21.61,552.89,2388.17,9053.17,1.30,47.66,521.30,2388.13,8133.94,8.4534,0.03,393,2388,100.00,38.68,23.2586
78,2026-01-01 00:01:50,110,-0.0021,-0.0002,100.0,518.67,642.41,1586.47,1400.21,14.62,21.61,554.24,2388.05,9056.02,1.30,47.35,522.29,2388.03,8143.21,8.4048,0.03,392,2388,100.00,39.00,23.4413
83,2026-01-01 00:01:50,110,0.0020,0.0001,100.0,518.67,642.03,1584.97,1398.80,14.62,21.61,554.33,2388.05,9054.02,1.30,47.16,522.27,2388.04,8141.76,8.4099,0.03,391,2388,100.00,38.82,23.4753
90,2026-01-01 00:01:50,110,0.0018,0.0002,100.0,518.67,643.06,1585.43,1411.78,14.62,21.61,554.28,2388.14,9056.83,1.30,47.57,520.75,2388.12,8124.81,8.4318,0.03,394,2388,100.00,38.76,23.2692
92,2026-01-01 00:01:50,110,-0.0008,-0.0003,100.0,518.67,642.73,1574.58,1398.92,14.62,21.61,553.90,2388.06,9055.03,1.30,47.31,521.89,2388.08,8135.06,8.4061,0.03,394,2388,100.00,39.08,23.4057
93,2026-01-01 00:01:50,110,0.0023,0.0001,100.0,518.67,642.57,1589.87,1414.90,14.62,21.61,552.90,2388.11,9066.27,1.30,47.71,520.96,2388.07,8140.71,8.4357,0.03,394,2388,100.00,38.93,23.2599
97,2026-01-01 00:01:50,110,-0.0001,0.0001,100.0,518.67,642.61,1590.50,1404.53,14.62,21.61,554.15,2388.04,9066.21,1.30,47.43,522.33,2388.05,8142.39,8.4179,0.03,391,2388,100.00,38.97,23.3539
99,2026-01-01 00:01:50,110,-0.0021,0.0002,100.0,518.67,642.51,1591.79,1410.84,14.62,21.61,553.76,2388.12,9054.64,1.30,47.42,521.60,2388.05,8138.76,8.4680,0.03,391,2388,100.00,38.85,23.3668
1,2026-01-01 00:01:51,111,0.0008,0.0004,100.0,518.67,642.67,1584.38,1408.11,14.62,21.61,553.49,2388.12,9051.64,1.30,47.62,521.53,2388.14,8132.40,8.4447,0.03,392,2388,100.00,38.92,23.2135
7,2026-01-01 00:01:51,111,-0.0028,-0.0005,100.0,518.67,642.10,1590.37,1402.57,14.62,21.61,554.17,2387.98,9070.54,1.30,47.07,522.13,2388.04,8150.91,8.4636,0.03,392,2388,100.00,38.72,23.4173
8,2026-01-01 00:01:51,111,-0.0009,-0.0002,100.0,518.67,643.11,1592.76,1416.05,14.62,21.61,552.42,2388.19,9050.10,1.30,47.75,520.70,2388.20,8122.02,8.4449,0.03,394,2388,100.00,38.53,23.1757
9,2026-01-01 00:01:51,111,-0.0005,0.0002,100.0,518.67,642.90,1584.82,1398.69,14.62,21.60,554.72,2388.00,9075.53,1.30,47.03,522.63,2388.03,8161.05,8.3941,0.03,391,2388,100.00,38.94,23.3019
10,2026-01-01 00:01:51,111,-0.0064,-0.0001,100.0,518.67,642.72,1587.53,1401.29,14.62,21.61,554.40,2388.06,9053.74,1.30,47.32,521.85,2388.02,8135.61,8.4018,0.03,393,2388,100.00,38.85,23.3332
13,2026-01-01 00:01:51,111,-0.0013,0.0005,100.0,518.67,643.28,1590.26,1414.54,14.62,21.61,553.37,2388.08,9075.37,1.30,47.75,521.57,2388.16,8149.36,8.4847,0.03,394,2388,100.00,38.75,23.3012
14,2026-01-01 00:01:51,111,0.0030,0.0000,100.0,518.67,642.82,1590.37,1412.63,14.62,21.61,552.54,2388.10,9081.67,1.30,47.58,521.09,2388.12,8146.77,8.4251,0.03,394,2388,100.00,38.69,23.3255
16,2026-01-01 00:01:51,111,0.0028,-0.0001,100.0,518.67,642.65,1597.52,1405.98,14.62,21.61,552.56,2388.11,9063.86,1.30,47.83,521.12,2388.09,8135.67,8.4897,0.03,394,2388,100.00,38.86,23.2308
21,2026-01-01 00:01:51,111,-0.0027,-0.0004,100.0,518.67,642.97,1594.94,1413.82,14.62,21.61,553.51,2388.11,9060.48,1.30,47.50,520.90,2388.14,8139.61,8.4108,0.03,393,2388,100.00,38.89,23.3607
24,2026-01-01 00:01:51,111,-0.0008,-0.0002,100.0,518.67,642.93,1590.20,1412.92,14.62,21.61,552.56,2388.09,9054.03,1.30,47.57,521.10,2388.19,8136.64,8.4471,0.03,392,2388,100.00,38.82,23.2024
26,2026-01-01 00:01:51,111,-0.0017,0.0000,100.0,518.67,642.78,1597.32,1410.94,14.62,21.61,553.94,2388.13,9058.04,1.30,47.49,521.29,2388.15,8141.58,8.4341,0.03,395,2388,100.00,38.79,23.2884
27,2026-01-01 00:01:51,111,-0.0010,-0.0002,100.0,518.67,643.07,1587.76,1408.68,14.62,21.61,552.55,2388.10,9086.44,1.30,47.50,521.20,2388.06,8157.77,8.4732,0.03,393,2388,100.00,38.75,23.1462
33,2026-01-01 00:01:51,111,0.0003,-0.0003,100.0,518.67,642.84,1587.65,1402.30,14.62,21.61,553.65,2388.03,9060.35,1.30,47.32,522.30,2388.05,8142.23,8.3999,0.03,392,2388,100.00,38.88,23.3861
41,2026-01-01 00:01:51,111,-0.0022,0.0004,100.0,518.67,642.09,1585.93,1401.59,14.62,21.61,554.63,2388.04,9076.62,1.30,47.43,522.45,2388.08,8151.96,8.3999,0.03,392,2388,100.00,38.93,23.4159
44,2026-01-01 00:01:51,111,-0.0009,0.0001,100.0,518.67,642.48,1591.23,1413.13,14.62,21.61,553.64,2388.10,9067.47,1.30,47.57,522.26,2388.08,8151.37,8.4020,0.03,392,2388,100.00,38.86,23.3541
47,2026-01-01 00:01:51,111,0.0053,0.0002,100.0,518.67,642.82,1585.75,1411.44,14.62,21.61,554.24,2388.01,9065.79,1.30,47.43,522.14,2388.05,8151.92,8.4228,0.03,393,2388,100.00,38.90,23.2310
54,2026-01-01 00:01:51,111,-0.0009,-0.0001,100.0,518.67,642.53,1584.33,1401.67,14.62,21.61,554.11,2388.04,9071.37,1.30,47.27,521.95,2388.08,8144.78,8.4060,0.03,392,2388,100.00,38.93,23.3050
63,2026-01-01 00:01:51,111,-0.0022,0.0005,100.0,518.67,642.83,1593.36,1410.94,14.62,21.61,552.94,2388.10,9072.56,1.30,47.50,521.07,2388.09,8153.19,8.4347,0.03,393,2388,100.00,38.76,23.2610
67,2026-01-01 00:01:51,111,-0.0045,-0.0003,100.0,518.67,642.42,1587.84,1402.17,14.62,21.61,553.59,2388.05,9067.48,1.30,47.35,521.87,2388.01,8146.09,8.4232,0.03,393,2388,100.00,38.87,23.3387
70,2026-01-01 00:01:51,111,0.0013,-0.0002,100.0,518.67,642.91,1591.59,1416.65,14.62,21.61,552.76,2388.12,9074.59,1.30,47.67,520.86,2388.16,8154.49,8.4647,0.03,395,2388,100.00,38.83,23.2232
71,2026-01-01 00:01:51,111,-0.0010,0.0001,100.0,518.67,642.24,1593.55,1405.16,14.62,21.61,553.43,2388.11,9057.41,1.30,47.57,522.05,2388.13,8141.90,8.4416,0.03,393,2388,100.00,38.84,23.2953
75,2026-01-01 00:01:51,111,-0.0003,-0.0004,100.0,518.67,642.14,1588.76,1406.15,14.62,21.61,552.80,2388.12,9040.79,1.30,47.67,520.97,2388.17,8118.47,8.4766,0.03,394,2388,100.00,38.82,23.4102
76,2026-01-01 00:01:51,111,-0.0011,0.0004,100.0,518.67,643.23,1593.21,1409.76,14.62,21.61,552.00,2388.18,9052.94,1.30,47.68,521.36,2388.14,8125.19,8.4363,0.03,393,2388,100.00,38.76,23.3244
78,2026-01-01 00:01:51,111,-0.0031,-0.0004,100.0,518.67,642.04,1587.48,1407.24,14.62,21.61,554.50,2388.01,9058.64,1.30,47.29,521.77,2387.98,8145.83,8.4077,0.03,391,2388,100.00,39.12,23.3469
83,2026-01-01 00:01:51,111,-0.0007,0.0004,100.0,518.67,642.68,1585.88,1398.33,14.62,21.61,554.89,2387.99,9058.74,1.30,47.22,521.90,2388.02,8137.37,8.4225,0.03,391,2388,100.00,38.96,23.4291
90,2026-01-01 00:01:51,111,-0.0020,-0.0002,100.0,518.67,642.49,1584.94,1401.74,14.62,21.61,553.38,2388.16,9052.68,1.30,47.45,521.61,2388.10,8131.60,8.4647,0.03,392,2388,100.00,38.96,23.2853
92,2026-01-01 00:01:51,111,-0.0017,-0.0000,100.0,518.67,642.56,1587.06,1411.23,14.62,21.61,553.88,2388.01,9059.56,1.30,47.47,522.02,2388.10,8137.19,8.4116,0.03,391,2388,100.00,38.84,23.3873
93,2026-01-01 00:01:51,111,0.0013,0.0001,100.0,518.67,642.35,1579.17,1414.88,14.62,21.61,553.22,2388.11,9061.05,1.30,47.62,521.48,2388.13,8142.82,8.4442,0.03,393,2388,100.00,38.73,23.2775
97,2026-01-01 00:01:51,111,-0.0000,0.0002,100.0,518.67,641.84,1597.77,1406.92,14.62,21.61,553.26,2388.06,9066.27,1.30,47.24,521.57,2388.00,8142.74,8.3646,0.03,390,2388,100.00,38.96,23.3389
99,2026-01-01 00:01:51,111,-0.0046,0.0002,100.0,518.67,642.76,1593.84,1410.10,14.62,21.61,553.47,2388.06,9053.64,1.30,47.64,521.63,2388.11,8136.72,8.4347,0.03,392,2388,100.00,39.01,23.3550
1,2026-01-01 00:01:52,112,0.0005,0.0003,100.0,518.67,642.66,1586.46,1401.84,14.62,21.61,553.19,2388.06,9051.28,1.30,47.22,521.90,2388.08,8131.52,8.4445,0.03,394,2388,100.00,38.84,23.3207
7,2026-01-01 00:01:52,112,0.0017,-0.0001,100.0,518.67,642.28,1578.72,1399.47,14.62,21.61,554.46,2388.05,9070.71,1.30,47.08,521.74,2387.98,8148.43,8.3952,0.03,392,2388,100.00,38.95,23.2612
8,2026-01-01 00:01:52,112,-0.0010,0.0002,100.0,518.67,642.90,1603.10,1415.73,14.62,21.61,552.87,2388.20,9045.38,1.30,47.57,520.56,2388.16,8120.36,8.4972,0.03,395,2388,100.00,38.64,23.1456
9,2026-01-01 00:01:52,112,0.0029,0.0001,100.0,518.67,642.69,1588.48,1403.69,14.62,21.61,554.19,2388.06,9075.18,1.30,47.36,522.39,2387.98,8161.98,8.3856,0.03,393,2388,100.00,38.85,23.3845
10,2026-01-01 00:01:52,112,0.0038,-0.0000,100.0,518.67,642.31,1584.42,1395.02,14.62,21.61,554.35,2388.06,9069.51,1.30,47.47,522.16,2388.04,8145.38,8.4453,0.03,391,2388,100.00,38.84,23.3309
13,2026-01-01 00:01:52,112,-0.0011,-0.0003,100.0,518.67,642.90,1590.16,1412.15,14.62,21.61,552.30,2388.10,9074.06,1.30,47.78,521.29,2388.07,8151.25,8.4958,0.03,394,2388,100.00,38.71,23.2348
14,2026-01-01 00:01:52,112,-0.0008,0.0005,100.0,518.67,643.26,1593.52,1408.24,14.62,21.61,552.85,2388.13,9071.70,1.30,47.89,520.99,2388.13,8154.24,8.4440,0.03,393,2388,100.00,38.64,23.2058
16,2026-01-01 00:01:52,112,0.0014,-0.0002,100.0,518.67,643.48,1588.27,1415.87,14.62,21.61,552.81,2388.17,9061.73,1.30,47.89,521.35,2388.13,8135.31,8.4529,0.03,394,2388,100.00,38.82,23.1502
21,2026-01-01 00:01:52,112,-0.0020,-0.0001,100.0,518.67,642.52,1596.09,1409.04,14.62,21.61,553.20,2388.10,9059.97,1.30,47.70,521.22,2388.16,8138.16,8.4520,0.03,393,2388,100.00,38.74,23.3513
24,2026-01-01 00:01:52,112,-0.0060,0.0001,100.0,518.67,642.64,1597.48,1414.98,14.62,21.61,553.50,2388.13,9061.23,1.30,47.59,520.98,2388.15,8137.89,8.4469,0.03,394,2388,100.00,38.90,23.2226
26,2026-01-01 00:01:52,112,-0.0016,-0.0000,100.0,518.67,642.82,1588.95,1410.12,14.62,21.61,553.23,2388.13,9056.89,1.30,47.78,521.06,2388.10,8132.29,8.4548,0.03,394,2388,100.00,38.76,23.2857
27,2026-01-01 00:01:52,112,-0.0009,0.0001,100.0,518.67,642.55,1593.06,1419.78,14.62,21.61,552.70,2388.11,9086.26,1.30,47.82,520.87,2388.05,8163.05,8.4971,0.03,394,2388,100.00,38.72,23.2291
33,2026-01-01 00:01:52,112,-0.0032,0.0004,100.0,518.67,642.25,1585.09,1406.79,14.62,21.61,554.08,2388.06,9065.31,1.30,47.27,522.11,2387.99,8145.40,8.4402,0.03,392,2388,100.00,39.03,23.4157
41,2026-01-01 00:01:52,112,0.0000,-0.0004,100.0,518.67,642.07,1585.89,1395.67,14.62,21.60,553.61,2388.04,9072.16,1.30,47.49,522.02,2388.03,8155.86,8.4235,0.03,393,2388,100.00,38.98,23.2328
44,2026-01-01 00:01:52,112,-0.0017,0.0003,100.0,518.67,642.63,1594.59,1406.74,14.62,21.61,553.65,2388.03,9071.86,1.30,47.38,522.11,2388.07,8146.72,8.3999,0.03,391,2388,100.00,39.06,23.3487
47,2026-01-01 00:01:52,112,-0.0020,0.0001,100.0,518.67,642.06,1592.48,1401.81,14.62,21.61,553.60,2387.98,9068.96,1.30,47.25,521.81,2388.04,8149.25,8.4182,0.03,390,2388,100.00,38.91,23.3327
54,2026-01-01 00:01:52,112,-0.0036,-0.0003,100.0,518.67,642.27,1587.04,1407.03,14.62,21.61,554.09,2388.02,9069.43,1.30,47.29,521.81,2388.01,8148.76,8.4490,0.03,393,2388,100.00,38.98,23.4116
63,2026-01-01 00:01:52,112,-0.0015,0.0002,100.0,518.67,642.68,1597.77,1413.22,14.62,21.61,553.04,2388.13,9075.76,1.30,47.72,521.45,2388.13,8146.70,8.4570,0.03,393,2388,100.00,38.63,23.3135
67,2026-01-01 00:01:52,112,0.0019,0.0000,100.0,518.67,642.46,1589.02,1404.93,14.62,21.61,553.45,2388.14,9067.11,1.30,47.50,521.56,2388.11,8140.80,8.4248,0.03,393,2388,100.00,38.79,23.3671
70,2026-01-01 00:01:52,112,-0.0002,-0.0003,100.0,518.67,643.15,1594.73,1417.91,14.62,21.61,552.08,2388.17,9079.39,1.30,47.89,520.57,2388.18,8151.62,8.4486,0.03,394,2388,100.00,38.68,23.1815
71,2026-01-01 00:01:52,112,-0.0012,0.0003,100.0,518.67,642.49,1584.01,1412.61,14.62,21.61,553.37,2388.06,9052.22,1.30,47.69,521.22,2388.12,8135.31,8.4141,0.03,393,2388,100.00,38.76,23.3708
75,2026-01-01 00:01:52,112,-0.0002,-0.0003,100.0,518.67,642.40,1587.53,1409.57,14.62,21.61,553.15,2388.19,9045.31,1.30,47.63,521.23,2388.13,8129.82,8.4313,0.03,393,2388,100.00,38.84,23.1418
76,2026-01-01 00:01:52,112,-0.0020,0.0003,100.0,518.67,642.79,1589.74,1401.48,14.62,21.61,553.05,2388.15,9051.89,1.30,47.71,521.10,2388.14,8129.89,8.4461,0.03,394,2388,100.00,38.80,23.1334
78,2026-01-01 00:01:52,112,-0.0014,0.0003,100.0,518.67,642.58,1589.46,1408.60,14.62,21.61,554.16,2388.06,9064.01,1.30,47.27,522.66,2388.00,8142.61,8.4317,0.03,393,2388,100.00,39.01,23.4149
83,2026-01-01 00:01:52,112,-0.0016,0.0004,100.0,518.67,642.10,1586.79,1397.48,14.62,21.61,553.59,2388.00,9051.80,1.30,47.29,522.71,2388.02,8141.08,8.3792,0.03,391,2388,100.00,39.01,23.4162
90,2026-01-01 00:01:52,112,0.0001,0.0006,100.0,518.67,642.80,1593.94,1405.98,14.62,21.61,552.94,2388.10,9056.33,1.30,47.52,521.01,2388.13,8136.97,8.4622,0.03,395,2388,100.00,38.77,23.2492
92,2026-01-01 00:01:52,112,0.0020,0.0001,100.0,518.67,642.21,1583.19,1407.36,14.62,21.61,554.18,2388.03,9058.25,1.30,47.31,521.75,2388.09,8141.16,8.4427,0.03,393,2388,100.00,38.97,23.2390
93,2026-01-01 00:01:52,112,0.0002,-0.0001,100.0,518.67,642.75,1602.29,1407.51,14.62,21.61,553.76,2388.01,9064.94,1.30,47.42,520.64,2388.04,8139.73,8.4054,0.03,393,2388,100.00,38.75,23.2543
97,2026-01-01 00:01:52,112,0.0010,-0.0004,100.0,518.67,642.35,1583.96,1400.14,14.62,21.61,554.05,2388.06,9057.30,1.30,47.31,521.45,2388.05,8138.89,8.4129,0.03,391,2388,100.00,38.92,23.3114
99,2026-01-01 00:01:52,112,0.0031,-0.0002,100.0,518.67,642.45,1589.53,1411.06,14.62,21.61,553.68,2388.02,9052.55,1.30,47.46,521.63,2388.10,8145.06,8.3894,0.03,393,2388,100.00,38.83,23.2951
1,2026-01-01 00:01:53,113,0.0007,0.0001,100.0,518.67,642.68,1590.85,1406.59,14.62,21.61,552.91,2388.10,9053.15,1.30,47.46,521.75,2388.16,8129.32,8.4580,0.03,393,2388,100.00,38.90,23.3101
7,2026-01-01 00:01:53,113,0.0010,-0.0005,100.0,518.67,642.56,1580.83,1402.84,14.62,21.61,554.20,2388.09,9071.13,1.30,47.41,521.62,2388.08,8151.61,8.4005,0.03,392,2388,100.00,38.92,23.4020
8,2026-01-01 00:01:53,113,0.0021,-0.0005,100.0,518.67,643.23,1598.37,1410.46,14.62,21.61,552.10,2388.15,9043.52,1.30,47.87,520.39,2388.21,8118.50,8.4561,0.03,394,2388,100.00,38.76,23.0927
9,2026-01-01 00:01:53,113,-0.0001,-0.0003,100.0,518.67,642.00,1578.00,1401.60,14.62,21.61,554.66,2388.04,9083.15,1.30,47.18,521.89,2387.96,8160.21,8.4436,0.03,391,2388,100.00,39.00,23.3882
10,2026-01-01 00:01:53,113,-0.0009,0.0004,100.0,518.67,642.25,1583.11,1405.91,14.62,21.61,554.39,2388.08,9061.95,1.30,47.12,522.21,2388.02,8137.17,8.4206,0.03,392,2388,100.00,38.94,23.4222
13,2026-01-01 00:01:53,113,-0.0003,-0.0001,100.0,518.67,642.92,1593.22,1414.53,14.62,21.61,553.30,2388.16,9074.19,1.30,47.60,521.02,2388.10,8153.63,8.4353,0.03,395,2388,100.00,38.81,23.2802
14,2026-01-01 00:01:53,113,-0.0006,0.0001,100.0,518.67,642.84,1591.69,1416.74,14.62,21.61,553.03,2388.11,9071.50,1.30,47.56,520.87,2388.09,8149.88,8.4510,0.03,394,2388,100.00,38.74,23.1623
