unit_nr,event_time,time_cycles,setting_1,setting_2,setting_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
29,2/1/2024 1:00,60,0.0003,0.0,100.0,518.67,642.28,1580.22,1398.6,14.62,21.61,554.06,2388.02,9061.31,1.3,47.38,522.18,2388.03,8141.04,8.4707,0.03,392,2388,100.0,38.99,23.3284
30,2/1/2024 1:00,60,0.0024,0.0003,100.0,518.67,643.28,1586.68,1412.09,14.62,21.61,553.46,2388.11,9047.2,1.3,47.59,520.84,2388.12,8121.84,8.4487,0.03,394,2388,100.0,38.87,23.3293
31,2/1/2024 1:00,60,-0.0001,0.0001,100.0,518.67,642.27,1590.04,1397.9,14.62,21.61,553.84,2388.05,9055.2,1.3,47.25,521.94,2388.05,8152.88,8.4459,0.03,392,2388,100.0,39.04,23.3895
32,2/1/2024 1:00,60,-0.0003,-0.0001,100.0,518.67,641.82,1577.54,1396.14,14.62,21.61,554.5,2387.98,9070.1,1.3,47.06,522.21,2388.09,8156.01,8.3789,0.03,390,2388,100.0,39.08,23.4629
34,2/1/2024 1:00,60,0.0012,-0.0002,100.0,518.67,642.06,1584.09,1404.09,14.62,21.61,554.75,2388.01,9069.48,1.3,47.27,521.86,2388.03,8145.54,8.4142,0.03,391,2388,100.0,39.01,23.3689
35,2/1/2024 1:00,60,0.0009,-0.0003,100.0,518.67,642.53,1591.9,1408.89,14.62,21.61,552.86,2388.12,9056.13,1.3,47.64,521.74,2388.06,8137.07,8.4284,0.03,392,2388,100.0,38.83,23.3096
36,2/1/2024 1:00,60,0.0005,-0.0002,100.0,518.67,643.55,1589.66,1417.2,14.62,21.61,552.93,2388.11,9056.21,1.3,47.62,521.32,2388.14,8135.32,8.4433,0.03,394,2388,100.0,38.68,23.2506
37,2/1/2024 1:00,60,-0.0009,0.0004,100.0,518.67,642.48,1583.62,1397.69,14.62,21.61,554.34,2388.08,9057.42,1.3,47.41,521.69,2388.09,8135.21,8.392,0.03,392,2388,100.0,38.84,23.4127
38,2/1/2024 1:00,60,0.0027,0.0005,100.0,518.67,643.05,1589.49,1412.85,14.62,21.61,553.31,2388.16,9053.65,1.3,47.53,521.32,2388.15,8136.67,8.434,0.03,393,2388,100.0,38.93,23.2417
40,2/1/2024 1:00,60,0.0003,0.0001,100.0,518.67,642.89,1596.08,1405.98,14.62,21.61,553.15,2388.11,9062.93,1.3,47.53,521.41,2388.07,8137.8,8.4429,0.03,391,2388,100.0,38.75,23.311
41,2/1/2024 1:00,60,0.0003,0.0002,100.0,518.67,642.57,1589.58,1404.34,14.62,21.61,553.94,2388.06,9054.11,1.3,47.09,522.08,2388.09,8131.72,8.3902,0.03,393,2388,100.0,39.09,23.4218
42,2/1/2024 1:00,60,0.0024,0.0002,100.0,518.67,642.23,1579.89,1398.85,14.62,21.61,554.51,2388.09,9051.84,1.3,47.42,522.06,2388.05,8135.03,8.429,0.03,392,2388,100.0,39.0,23.3178
43,2/1/2024 1:00,60,-0.0004,0.0,100.0,518.67,642.59,1585.09,1402.09,14.62,21.61,553.59,2388.05,9053.14,1.3,47.4,521.84,2388.09,8130.6,8.4148,0.03,392,2388,100.0,38.96,23.4305
45,2/1/2024 1:00,60,-0.003,0.0001,100.0,518.67,642.44,1586.51,1413.61,14.62,21.61,552.75,2388.06,9060.45,1.3,47.47,521.16,2388.05,8142.13,8.4251,0.03,392,2388,100.0,38.88,23.2725
46,2/1/2024 1:00,60,0.0015,0.0004,100.0,518.67,642.74,1592.3,1405.35,14.62,21.61,553.57,2388.02,9065.68,1.3,47.29,522.11,2388.03,8149.56,8.4253,0.03,392,2388,100.0,39.02,23.3931
47,2/1/2024 1:00,60,0.0031,-0.0001,100.0,518.67,642.97,1588.95,1414.32,14.62,21.61,553.19,2388.1,9035.08,1.3,47.49,521.12,2388.18,8122.79,8.4229,0.03,393,2388,100.0,38.72,23.3022
48,2/1/2024 1:00,60,-0.0024,0.0004,100.0,518.67,642.41,1586.31,1405.1,14.62,21.61,553.28,2388.01,9060.0,1.3,47.58,521.64,2388.05,8134.87,8.3773,0.03,391,2388,100.0,38.88,23.3861
49,2/1/2024 1:00,60,0.0014,0.0001,100.0,518.67,641.88,1585.55,1395.74,14.62,21.61,554.55,2388.04,9056.21,1.3,47.22,521.52,2387.99,8144.04,8.3921,0.03,391,2388,100.0,39.27,23.345
50,2/1/2024 1:00,60,0.0014,0.0004,100.0,518.67,642.73,1578.67,1401.41,14.62,21.61,554.35,2388.07,9058.58,1.3,47.42,521.6,2388.03,8144.45,8.4045,0.03,393,2388,100.0,38.9,23.3851
51,2/1/2024 1:00,60,-0.001,-0.0005,100.0,518.67,642.05,1589.36,1402.81,14.62,21.61,554.32,2388.14,9049.99,1.3,47.67,521.84,2388.07,8132.49,8.4198,0.03,393,2388,100.0,38.96,23.3459
52,2/1/2024 1:00,60,-0.0028,-0.0001,100.0,518.67,641.98,1580.12,1400.97,14.62,21.61,554.64,2388.04,9056.99,1.3,47.26,522.78,2387.96,8142.97,8.4208,0.03,391,2388,100.0,39.01,23.4175
53,2/1/2024 1:00,60,-0.0026,0.0,100.0,518.67,642.26,1583.66,1398.4,14.62,21.61,554.33,2388.07,9050.77,1.3,47.34,521.63,2388.09,8139.11,8.4306,0.03,392,2388,100.0,38.96,23.392
54,2/1/2024 1:00,60,0.0,0.0001,100.0,518.67,642.09,1582.23,1388.15,14.62,21.61,553.95,2388.02,9063.71,1.3,47.33,522.24,2388.0,8142.06,8.37,0.03,392,2388,100.0,39.14,23.4268
55,2/1/2024 1:00,60,0.0021,-0.0003,100.0,518.67,642.14,1586.35,1405.35,14.62,21.61,554.23,2388.12,9051.6,1.3,47.26,521.62,2388.06,8138.35,8.4181,0.03,392,2388,100.0,39.04,23.3875
56,2/1/2024 1:00,60,0.0007,0.0002,100.0,518.67,642.6,1599.82,1418.16,14.62,21.61,553.64,2388.1,9039.4,1.3,47.53,521.11,2388.13,8125.14,8.4466,0.03,395,2388,100.0,38.91,23.2518
57,2/1/2024 1:00,60,-0.0026,-0.0002,100.0,518.67,642.9,1592.76,1402.87,14.62,21.61,553.79,2388.11,9048.47,1.3,47.4,521.5,2388.09,8131.48,8.3946,0.03,392,2388,100.0,38.94,23.2552
58,2/1/2024 1:00,60,0.0012,0.0002,100.0,518.67,642.4,1588.29,1396.19,14.62,21.61,553.64,2388.08,9046.43,1.3,47.24,522.23,2388.03,8126.93,8.4087,0.03,392,2388,100.0,38.84,23.3765
59,2/1/2024 1:00,60,-0.001,0.0003,100.0,518.67,641.9,1584.51,1395.48,14.62,21.61,555.27,2388.03,9057.62,1.3,47.21,522.25,2388.04,8140.11,8.4269,0.03,392,2388,100.0,38.88,23.5863
60,2/1/2024 1:00,60,0.0006,0.0003,100.0,518.67,642.29,1589.17,1406.7,14.62,21.61,554.11,2388.13,9050.69,1.3,47.16,522.2,2388.07,8137.4,8.4407,0.03,393,2388,100.0,38.77,23.3608
61,2/1/2024 1:00,60,-0.0012,-0.0004,100.0,518.67,642.33,1587.06,1404.8,14.62,21.61,554.82,2388.03,9070.17,1.3,47.2,522.13,2387.99,8148.14,8.4201,0.03,392,2388,100.0,38.99,23.2653
62,2/1/2024 1:00,60,-0.0026,-0.0,100.0,518.67,641.85,1593.48,1394.98,14.62,21.61,554.35,2388.02,9049.43,1.3,47.06,522.57,2388.02,8138.31,8.4119,0.03,393,2388,100.0,39.02,23.4426
63,2/1/2024 1:00,60,-0.0011,0.0004,100.0,518.67,642.82,1587.86,1407.52,14.62,21.61,553.2,2388.05,9053.21,1.3,47.5,521.5,2388.07,8130.98,8.4427,0.03,393,2388,100.0,38.98,23.2639
64,2/1/2024 1:00,60,-0.0009,-0.0004,100.0,518.67,642.12,1598.47,1402.58,14.62,21.61,553.66,2388.1,9060.04,1.3,47.41,521.64,2388.03,8143.2,8.4553,0.03,390,2388,100.0,39.14,23.374
65,2/1/2024 1:00,60,-0.0042,0.0002,100.0,518.67,641.7,1578.58,1393.76,14.62,21.61,554.28,2388.02,9066.58,1.3,47.29,522.81,2387.92,8147.51,8.4068,0.03,391,2388,100.0,39.09,23.4512
66,2/1/2024 1:00,60,0.0014,-0.0001,100.0,518.67,642.76,1593.73,1403.91,14.62,21.61,553.83,2388.09,9069.4,1.3,47.43,521.57,2388.14,8142.64,8.4482,0.03,392,2388,100.0,38.83,23.3821
67,2/1/2024 1:00,60,0.0011,-0.0004,100.0,518.67,642.18,1590.37,1407.06,14.62,21.61,553.66,2388.05,9062.42,1.3,47.45,522.15,2388.03,8146.9,8.4029,0.03,393,2388,100.0,38.88,23.3743
68,2/1/2024 1:00,60,-0.0001,0.0001,100.0,518.67,642.45,1584.48,1403.34,14.62,21.61,553.9,2388.08,9055.5,1.3,47.22,521.8,2388.03,8140.38,8.4124,0.03,393,2388,100.0,38.73,23.3204
70,2/1/2024 1:00,60,-0.0044,-0.0005,100.0,518.67,642.31,1591.26,1396.11,14.62,21.61,553.79,2388.14,9049.54,1.3,47.45,521.42,2388.07,8130.7,8.4436,0.03,392,2388,100.0,38.96,23.2621
71,2/1/2024 1:00,60,-0.0003,0.0002,100.0,518.67,642.47,1598.99,1407.97,14.62,21.61,553.07,2388.02,9078.58,1.3,47.31,521.85,2388.06,8150.08,8.4527,0.03,391,2388,100.0,39.06,23.5037
72,2/1/2024 1:00,60,-0.0009,0.0001,100.0,518.67,642.5,1587.82,1394.5,14.62,21.61,553.24,2388.0,9062.13,1.3,47.37,522.37,2388.06,8138.78,8.4302,0.03,392,2388,100.0,38.98,23.31
73,2/1/2024 1:00,60,-0.0002,0.0003,100.0,518.67,642.18,1580.59,1401.05,14.62,21.6,553.51,2387.99,9055.25,1.3,47.28,522.68,2388.05,8140.58,8.4024,0.03,393,2388,100.0,39.04,23.3836
74,2/1/2024 1:00,60,-0.002,-0.0002,100.0,518.67,642.3,1582.7,1403.09,14.62,21.61,554.16,2388.09,9064.82,1.3,47.45,521.99,2388.08,8137.74,8.4398,0.03,392,2388,100.0,38.95,23.2855
75,2/1/2024 1:00,60,-0.0009,0.0002,100.0,518.67,642.69,1590.32,1403.46,14.62,21.61,554.28,2388.1,9056.3,1.3,47.34,522.08,2388.02,8142.07,8.3944,0.03,392,2388,100.0,38.93,23.3128
76,2/1/2024 1:00,60,0.0012,-0.0005,100.0,518.67,642.32,1579.31,1391.97,14.62,21.61,553.94,2388.05,9054.37,1.3,47.27,521.98,2388.02,8143.18,8.4137,0.03,390,2388,100.0,38.98,23.3529
77,2/1/2024 1:00,60,0.0048,0.0002,100.0,518.67,641.71,1583.4,1399.58,14.62,21.61,554.34,2388.08,9055.65,1.3,47.45,521.66,2388.09,8134.9,8.4434,0.03,391,2388,100.0,38.85,23.316
78,2/1/2024 1:00,60,-0.0021,-0.0002,100.0,518.67,641.64,1579.29,1397.16,14.62,21.61,554.85,2387.97,9060.52,1.3,47.18,522.63,2387.97,8148.04,8.4163,0.03,393,2388,100.0,39.1,23.505
79,2/1/2024 1:00,60,-0.0019,-0.0001,100.0,518.67,642.37,1583.73,1397.3,14.62,21.61,553.59,2388.03,9048.66,1.3,47.38,521.93,2388.04,8134.3,8.4388,0.03,392,2388,100.0,39.03,23.3377
80,2/1/2024 1:00,60,0.0026,0.0001,100.0,518.67,642.56,1592.14,1404.03,14.62,21.61,554.5,2388.06,9062.57,1.3,47.44,521.32,2388.08,8143.32,8.3797,0.03,392,2388,100.0,38.94,23.3911
81,2/1/2024 1:00,60,0.002,-0.0004,100.0,518.67,642.1,1590.56,1403.98,14.62,21.61,553.95,2388.02,9068.39,1.3,47.34,522.15,2388.06,8153.07,8.4012,0.03,393,2388,100.0,39.06,23.2678
82,2/1/2024 1:00,60,0.002,-0.0001,100.0,518.67,642.01,1585.09,1407.26,14.62,21.61,554.13,2388.0,9058.58,1.3,47.21,521.68,2388.04,8144.18,8.4396,0.03,391,2388,100.0,38.94,23.3759
83,2/1/2024 1:00,60,-0.0012,-0.0,100.0,518.67,642.39,1584.48,1406.89,14.62,21.61,553.51,2388.03,9055.95,1.3,47.31,522.25,2388.06,8135.85,8.4497,0.03,393,2388,100.0,38.94,23.3462
84,2/1/2024 1:00,60,-0.0004,-0.0005,100.0,518.67,642.68,1589.4,1403.97,14.62,21.61,553.84,2388.1,9058.44,1.3,47.58,521.97,2388.1,8136.37,8.4282,0.03,393,2388,100.0,38.91,23.2954
86,2/1/2024 1:00,60,-0.0067,-0.0001,100.0,518.67,642.2,1595.98,1405.18,14.62,21.61,553.38,2388.07,9059.76,1.3,47.49,521.72,2388.05,8139.42,8.4583,0.03,393,2388,100.0,38.88,23.3173
88,2/1/2024 1:00,60,0.0038,0.0002,100.0,518.67,642.57,1595.9,1410.42,14.62,21.61,553.53,2388.17,9035.46,1.3,47.52,521.05,2388.12,8126.04,8.4487,0.03,392,2388,100.0,38.7,23.2721
89,2/1/2024 1:00,60,-0.0028,-0.0003,100.0,518.67,642.49,1587.16,1404.48,14.62,21.61,553.8,2388.14,9046.2,1.3,47.42,521.32,2388.1,8133.03,8.4531,0.03,392,2388,100.0,38.88,23.1682
90,2/1/2024 1:00,60,-0.0031,0.0002,100.0,518.67,642.08,1584.08,1397.84,14.62,21.61,553.58,2388.11,9059.92,1.3,47.33,521.86,2388.06,8142.66,8.4257,0.03,393,2388,100.0,38.9,23.338
91,2/1/2024 1:00,60,-0.0004,0.0003,100.0,518.67,642.48,1591.92,1402.24,14.62,21.61,553.16,2388.14,9045.24,1.3,47.46,521.42,2388.11,8130.27,8.4193,0.03,392,2388,100.0,38.97,23.2217
92,2/1/2024 1:00,60,-0.0009,0.0,100.0,518.67,642.33,1588.67,1407.16,14.62,21.61,552.66,2388.13,9036.14,1.3,47.52,521.33,2388.2,8122.25,8.4868,0.03,393,2388,100.0,38.79,23.2368
93,2/1/2024 1:00,60,-0.0027,0.0002,100.0,518.67,642.71,1589.87,1412.97,14.62,21.61,553.56,2388.11,9057.47,1.3,47.55,521.78,2388.13,8133.62,8.4388,0.03,393,2388,100.0,38.72,23.2968
94,2/1/2024 1:00,60,0.0005,-0.0005,100.0,518.67,643.1,1583.88,1410.86,14.62,21.61,553.77,2388.12,9060.86,1.3,47.55,521.63,2388.06,8137.85,8.4276,0.03,394,2388,100.0,38.9,23.369
95,2/1/2024 1:00,60,0.0008,0.0,100.0,518.67,642.4,1580.31,1404.24,14.62,21.61,554.1,2388.03,9050.09,1.3,47.38,521.92,2388.06,8125.53,8.3991,0.03,393,2388,100.0,38.93,23.3777
96,2/1/2024 1:00,60,0.0001,-0.0004,100.0,518.67,642.05,1590.25,1397.45,14.62,21.61,554.0,2387.99,9062.79,1.3,47.16,522.48,2388.03,8149.51,8.374,0.03,393,2388,100.0,38.83,23.4954
97,2/1/2024 1:00,60,-0.0039,0.0004,100.0,518.67,642.64,1586.85,1394.38,14.62,21.61,554.84,2388.01,9071.92,1.3,47.38,521.98,2388.03,8148.37,8.3829,0.03,393,2388,100.0,38.99,23.3898
98,2/1/2024 1:00,60,0.0017,0.0001,100.0,518.67,642.24,1588.03,1407.76,14.62,21.61,553.14,2388.07,9055.79,1.3,47.39,521.35,2388.1,8142.63,8.4126,0.03,393,2388,100.0,39.03,23.2547
99,2/1/2024 1:00,60,-0.0016,0.0004,100.0,518.67,642.15,1577.07,1396.61,14.62,21.6,554.55,2388.01,9062.15,1.3,47.16,522.81,2388.05,8145.6,8.3978,0.03,394,2388,100.0,39.1,23.375
100,2/1/2024 1:00,60,0.0031,0.0002,100.0,518.67,641.68,1587.41,1403.78,14.62,21.61,554.05,2388.03,9058.87,1.3,47.46,521.9,2388.03,8137.07,8.395,0.03,391,2388,100.0,38.9,23.2853
3,2/1/2024 1:01,61,0.0001,0.0002,100.0,518.67,642.26,1594.76,1408.88,14.62,21.61,553.74,2388.12,9049.64,1.3,47.59,521.19,2388.08,8135.7,8.4224,0.03,395,2388,100.0,38.85,23.2423
4,2/1/2024 1:01,61,-0.0002,0.0001,100.0,518.67,641.98,1582.95,1411.08,14.62,21.61,553.4,2388.04,9049.55,1.3,47.51,521.71,2388.11,8136.59,8.4147,0.03,393,2388,100.0,38.93,23.1831
5,2/1/2024 1:01,61,-0.0025,-0.0002,100.0,518.67,641.99,1577.71,1407.17,14.62,21.61,553.36,2388.13,9051.88,1.3,47.4,521.51,2388.11,8131.53,8.453,0.03,393,2388,100.0,38.84,23.2086
6,2/1/2024 1:01,61,0.0012,0.0002,100.0,518.67,642.58,1585.26,1406.79,14.62,21.61,554.28,2388.13,9055.34,1.3,47.41,520.9,2388.09,8134.11,8.4067,0.03,393,2388,100.0,38.71,23.4149
7,2/1/2024 1:01,61,0.0,0.0001,100.0,518.67,641.89,1586.79,1401.16,14.62,21.61,554.74,2388.0,9055.49,1.3,47.19,521.98,2387.98,8131.38,8.3977,0.03,391,2388,100.0,39.03,23.4931
8,2/1/2024 1:01,61,0.0,0.0002,100.0,518.67,642.61,1584.23,1404.43,14.62,21.61,553.23,2388.08,9049.65,1.3,47.6,521.82,2388.02,8130.26,8.4447,0.03,392,2388,100.0,38.79,23.34
10,2/1/2024 1:01,61,0.0006,0.0002,100.0,518.67,641.78,1588.8,1396.46,14.62,21.61,554.51,2388.04,9061.94,1.3,47.25,522.68,2387.97,8136.44,8.3921,0.03,391,2388,100.0,38.97,23.479
11,2/1/2024 1:01,61,-0.0014,0.0,100.0,518.67,643.08,1594.35,1414.8,14.62,21.61,553.37,2388.14,9037.82,1.3,47.71,521.4,2388.14,8119.53,8.4538,0.03,392,2388,100.0,38.87,23.3139
12,2/1/2024 1:01,61,-0.0059,0.0003,100.0,518.67,642.83,1586.41,1397.06,14.62,21.61,554.94,2388.07,9054.89,1.3,47.24,522.13,2388.06,8140.7,8.3877,0.03,393,2388,100.0,39.03,23.3425
13,2/1/2024 1:01,61,-0.0042,-0.0,100.0,518.67,642.06,1586.36,1402.94,14.62,21.61,554.64,2388.05,9063.29,1.3,47.28,523.02,2388.01,8146.34,8.4041,0.03,392,2388,100.0,38.94,23.4471
15,2/1/2024 1:01,61,0.0013,0.0002,100.0,518.67,641.84,1590.06,1390.55,14.62,21.61,553.83,2388.07,9056.5,1.3,47.35,522.61,2388.05,8130.58,8.4508,0.03,393,2388,100.0,38.95,23.5014
16,2/1/2024 1:01,61,0.0002,-0.0001,100.0,518.67,641.64,1587.08,1396.94,14.62,21.61,553.88,2388.05,9045.68,1.3,47.31,521.86,2388.0,8135.13,8.4097,0.03,391,2388,100.0,39.1,23.3868
17,2/1/2024 1:01,61,0.0024,0.0001,100.0,518.67,642.24,1592.65,1406.01,14.62,21.61,554.53,2388.0,9077.2,1.3,47.2,521.9,2387.99,8147.49,8.4344,0.03,391,2388,100.0,39.13,23.4111
18,2/1/2024 1:01,61,0.0009,-0.0003,100.0,518.67,642.32,1590.7,1401.17,14.62,21.61,554.69,2387.97,9067.21,1.3,47.35,522.07,2388.0,8144.2,8.406,0.03,391,2388,100.0,38.9,23.3048
19,2/1/2024 1:01,61,-0.003,-0.0001,100.0,518.67,642.68,1582.81,1399.9,14.62,21.61,554.18,2388.03,9055.7,1.3,47.2,522.12,2388.02,8134.73,8.4001,0.03,392,2388,100.0,39.04,23.3966
20,2/1/2024 1:01,61,0.0005,0.0004,100.0,518.67,642.12,1591.49,1402.42,14.62,21.61,554.28,2388.02,9063.95,1.3,47.31,522.21,2388.0,8147.77,8.4223,0.03,392,2388,100.0,38.92,23.3522
21,2/1/2024 1:01,61,-0.0049,0.0005,100.0,518.67,641.62,1590.04,1391.07,14.62,21.61,554.15,2388.05,9052.16,1.3,47.4,521.74,2388.05,8130.32,8.4081,0.03,390,2388,100.0,38.81,23.3438
23,2/1/2024 1:01,61,0.0003,0.0003,100.0,518.67,642.17,1588.52,1394.46,14.62,21.61,554.88,2388.12,9054.97,1.3,47.21,521.97,2387.99,8137.76,8.4009,0.03,393,2388,100.0,38.95,23.4176
24,2/1/2024 1:01,61,-0.0001,0.0001,100.0,518.67,642.15,1585.36,1395.97,14.62,21.61,554.54,2388.04,9064.45,1.3,47.22,522.61,2387.99,8149.75,8.4023,0.03,391,2388,100.0,39.04,23.3855
26,2/1/2024 1:01,61,-0.0001,-0.0002,100.0,518.67,642.37,1586.59,1403.41,14.62,21.61,553.83,2388.02,9065.2,1.3,47.29,521.41,2388.06,8151.04,8.4124,0.03,391,2388,100.0,38.98,23.4704
27,2/1/2024 1:01,61,-0.0022,0.0,100.0,518.67,642.37,1581.5,1400.37,14.62,21.61,554.68,2388.08,9048.72,1.3,47.21,522.6,2388.07,8128.96,8.4148,0.03,390,2388,100.0,39.05,23.3154
28,2/1/2024 1:01,61,0.0021,0.0005,100.0,518.67,642.51,1585.34,1408.19,14.62,21.61,553.72,2388.07,9047.71,1.3,47.66,521.46,2388.07,8131.04,8.43,0.03,394,2388,100.0,38.84,23.4005
29,2/1/2024 1:01,61,0.0001,-0.0004,100.0,518.67,642.56,1587.79,1400.35,14.62,21.61,553.77,2388.02,9056.43,1.3,47.32,522.22,2388.02,8138.12,8.3873,0.03,392,2388,100.0,39.11,23.3998
30,2/1/2024 1:01,61,0.0023,-0.0003,100.0,518.67,642.75,1594.06,1412.87,14.62,21.61,552.48,2388.14,9047.72,1.3,47.57,521.46,2388.16,8125.83,8.455,0.03,394,2388,100.0,38.78,23.193
31,2/1/2024 1:01,61,-0.0002,-0.0003,100.0,518.67,642.13,1587.6,1402.34,14.62,21.6,554.01,2388.05,9069.06,1.3,47.43,521.93,2388.01,8149.19,8.4456,0.03,392,2388,100.0,38.97,23.2519
32,2/1/2024 1:01,61,0.0008,-0.0003,100.0,518.67,641.92,1586.57,1396.0,14.62,21.61,554.59,2388.02,9065.83,1.3,47.36,522.49,2388.0,8150.87,8.4008,0.03,390,2388,100.0,39.02,23.5252
34,2/1/2024 1:01,61,0.0025,-0.0001,100.0,518.67,642.21,1584.46,1394.44,14.62,21.6,553.68,2388.07,9068.83,1.3,47.15,522.17,2387.9,8145.37,8.4051,0.03,391,2388,100.0,39.02,23.3702
35,2/1/2024 1:01,61,0.0022,-0.0003,100.0,518.67,642.04,1587.69,1410.08,14.62,21.61,553.01,2388.06,9045.81,1.3,47.58,521.33,2388.14,8132.65,8.423,0.03,392,2388,100.0,38.89,23.3668
36,2/1/2024 1:01,61,0.0002,-0.0001,100.0,518.67,642.93,1591.53,1413.87,14.62,21.61,552.71,2388.13,9059.76,1.3,47.69,521.71,2388.15,8138.07,8.4647,0.03,395,2388,100.0,38.48,23.2515
37,2/1/2024 1:01,61,-0.0002,0.0004,100.0,518.67,641.97,1585.43,1397.56,14.62,21.61,553.64,2388.03,9049.06,1.3,47.44,521.88,2388.03,8135.39,8.4259,0.03,392,2388,100.0,39.05,23.3414
38,2/1/2024 1:01,61,0.0006,-0.0003,100.0,518.67,642.81,1592.18,1414.02,14.62,21.61,553.43,2388.15,9057.73,1.3,47.57,521.17,2388.11,8130.89,8.4618,0.03,392,2388,100.0,38.81,23.2246
40,2/1/2024 1:01,61,0.0017,0.0003,100.0,518.67,642.33,1594.22,1416.67,14.62,21.61,552.65,2388.16,9053.14,1.3,47.74,521.28,2388.05,8140.81,8.4346,0.03,394,2388,100.0,38.8,23.2524
41,2/1/2024 1:01,61,0.0013,-0.0004,100.0,518.67,642.52,1588.56,1403.99,14.62,21.61,554.47,2388.08,9050.03,1.3,47.38,521.61,2388.11,8131.85,8.3854,0.03,391,2388,100.0,39.08,23.284
42,2/1/2024 1:01,61,-0.0001,-0.0004,100.0,518.67,641.95,1587.73,1400.81,14.62,21.61,555.08,2388.02,9042.33,1.3,47.26,521.93,2388.03,8136.39,8.4158,0.03,392,2388,100.0,39.09,23.4056
43,2/1/2024 1:01,61,0.0006,0.0004,100.0,518.67,642.46,1575.4,1398.57,14.62,21.61,554.77,2388.1,9044.12,1.3,47.19,521.56,2388.06,8132.54,8.428,0.03,392,2388,100.0,38.93,23.2794
45,2/1/2024 1:01,61,-0.002,0.0001,100.0,518.67,642.74,1586.15,1409.33,14.62,21.61,553.48,2388.15,9065.95,1.3,47.53,521.55,2388.13,8137.38,8.4371,0.03,391,2388,100.0,38.7,23.2257
46,2/1/2024 1:01,61,0.0019,0.0001,100.0,518.67,642.69,1595.86,1409.63,14.62,21.61,553.13,2388.04,9066.14,1.3,47.28,521.26,2388.08,8145.84,8.4272,0.03,394,2388,100.0,38.64,23.3159
47,2/1/2024 1:01,61,0.0005,0.0003,100.0,518.67,642.86,1598.93,1410.36,14.62,21.61,553.27,2388.15,9043.24,1.3,47.48,521.23,2388.16,8125.16,8.4531,0.03,392,2388,100.0,38.73,23.3053
48,2/1/2024 1:01,61,0.0014,0.0003,100.0,518.67,642.54,1586.01,1405.09,14.62,21.61,553.49,2388.09,9055.16,1.3,47.41,521.57,2388.09,8135.16,8.4593,0.03,394,2388,100.0,38.74,23.3934
49,2/1/2024 1:01,61,0.0001,-0.0004,100.0,518.67,642.2,1585.57,1399.32,14.62,21.61,554.58,2388.04,9054.53,1.3,47.06,522.0,2387.99,8139.96,8.3796,0.03,391,2388,100.0,38.92,23.3217
50,2/1/2024 1:01,61,0.0003,-0.0002,100.0,518.67,642.78,1593.24,1408.42,14.62,21.6,553.88,2388.1,9060.71,1.3,47.5,522.01,2388.07,8140.97,8.4307,0.03,390,2388,100.0,38.81,23.4578
51,2/1/2024 1:01,61,-0.0001,0.0003,100.0,518.67,642.17,1584.28,1401.57,14.62,21.61,553.28,2388.13,9050.05,1.3,47.22,522.52,2388.04,8127.3,8.4219,0.03,392,2388,100.0,38.77,23.3097
52,2/1/2024 1:01,61,0.0019,0.0001,100.0,518.67,642.3,1590.63,1392.86,14.62,21.6,555.36,2388.01,9061.72,1.3,47.14,522.92,2388.02,8140.51,8.3746,0.03,391,2388,100.0,39.07,23.4937
53,2/1/2024 1:01,61,0.0005,0.0002,100.0,518.67,642.31,1595.99,1396.99,14.62,21.61,554.13,2388.04,9055.27,1.3,47.18,522.07,2388.09,8137.26,8.406,0.03,392,2388,100.0,38.86,23.4198
54,2/1/2024 1:01,61,0.001,-0.0002,100.0,518.67,642.34,1578.65,1399.23,14.62,21.61,553.74,2388.01,9060.37,1.3,47.2,522.04,2388.05,8135.38,8.3359,0.03,392,2388,100.0,39.14,23.4677
55,2/1/2024 1:01,61,-0.0007,0.0004,100.0,518.67,641.99,1590.75,1398.74,14.62,21.61,553.44,2388.08,9052.68,1.3,47.49,521.58,2388.04,8136.47,8.4024,0.03,393,2388,100.0,39.05,23.3444
56,2/1/2024 1:01,61,-0.0028,-0.0002,100.0,518.67,642.43,1593.17,1410.88,14.62,21.61,553.4,2388.2,9044.0,1.3,47.61,521.51,2388.12,8122.68,8.4559,0.03,393,2388,100.0,38.83,23.2562
57,2/1/2024 1:01,61,-0.0023,0.0003,100.0,518.67,642.22,1588.63,1402.65,14.62,21.61,554.16,2388.06,9054.79,1.3,47.19,521.47,2388.13,8130.16,8.4199,0.03,393,2388,100.0,38.86,23.3075
58,2/1/2024 1:01,61,-0.001,0.0,100.0,518.67,642.52,1583.14,1399.57,14.62,21.61,554.48,2387.92,9047.6,1.3,47.33,521.83,2388.11,8133.37,8.443,0.03,391,2388,100.0,39.04,23.4057
59,2/1/2024 1:01,61,-0.0014,0.0,100.0,518.67,642.3,1591.6,1405.33,14.62,21.61,553.94,2388.01,9051.73,1.3,47.37,521.8,2388.02,8135.31,8.4058,0.03,390,2388,100.0,38.84,23.4876
60,2/1/2024 1:01,61,-0.001,0.0,100.0,518.67,642.64,1586.05,1399.57,14.62,21.61,553.71,2388.15,9049.6,1.3,47.41,521.45,2388.08,8133.94,8.4182,0.03,394,2388,100.0,38.89,23.3308
